company_name,founded,city,industry,about,founders,investor,amount,series
Juspay,2012.0,Bangalore,Fintech,Enable frictionless payments for the billion indians.,"Vimal kumar, ramanathan rv",Softbank vision fund 2,60000000,Series c
Uptimeai,2016.0,Bangalore,Ai startup,"Enable true digital transformation with ai driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures","Jagadish gattu, vamsi yalamanchili",Yournest venture capital,"1,500,000",Seed
Skit,2016.0,Bangalore,Ai startup,Enabling enterprises to automate their contact centre operations using voice ai.,"Sourabh gupta, akshay deshraj",Westbridge capital,23000000,Series b
Superpro.ai,2019.0,Bangalore,Video communication,Enabling independent professionals to bring offline consulting online with ai,"Gaurav tripathi, sagar ramteke, vijay goel, vivek kumar","Sosv, omphalos ventures india","3,000,000",Seed
Elixia tech solutions,2011.0,Mumbai,Information technology & services,End to end logistics automation expert,Sanket sheth,Rajasthan venture capital fund,1000000,Pre-series a
Endimension,2018.0,Mumbai,Healtcare,Endimension technology is a healthcare artificial intelligence startup incubated at iit bombay.,"Bharadwaj kss, apparao mlv, kurien zacharia",Inflection point ventures,300000,Seed
Enercomp,2013.0,Ahmedabad,Information technology & services,Enercomp solutions pvt ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,Suresh shahdadpuri,Ah! ventures,200000,
Enguru,2014.0,Bangalore,Edtech,Enguru provides a personalized & gamified english learning solution to prepare young adults for the workplace.,"Arshan vakil, tahem veer verma, udit hinduja","Potencia ventures, bisk ventures, letsventure, ronnie screwvala, arihant patni",undisclosed,Pre-series a
Enmovil,2015.0,Hyderabad,Information technology & services,Enmovil delivers a business intelligence platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,"Ravi bulusu, nanda kishore, venkat moganty",Anicut angel fund,1300000,Pre-series a
Skylark drones,2014.0,Bangalore,Aviation,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Mughilan thiru ramasamy,"Infoedge ventures, ian fund",3000000,Pre-series a
Enthu.ai,2020.0,Chandigarh,Ai startup,Enthu.ai operates as a conversation intelligence startup.,"Tushar jain, vishal verma",Appit simple infotek,"200,000",
Epaylater,2015.0,Mumbai,Financial services,Epaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Aurko bhattacharya, akshat saxena","Responsibility, blue ashva capital, pravega ventures",10000000,Series b
Ergos,2012.0,Samsitpur,Agritech,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"Kishor kumar jha, praveen kumar","Cdc group, aavishkaar venture capital","3,000,000",Series a
Esportsxo,2020.0,Bangalore,Mobile games,Esportsxo is an esports tournament management company which offers software to manage tournaments online.,"Utsav umang, rohit raj, vikas goel",We founder circle,1100000,Seed
Eunimart,2016.0,Hyderabad,E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"Saikat roy, shayak mazumder","Sucseed venture partners, tmt connekt","700,000",Pre-series a
Eupheus,2017.0,New delhi,Edtech,Eupheus learning offers a seamless integrated learning solution for the k-12 market in india.,"Amit kapoor, rohit dhar, sarveshwar shrivastava, ved prakash khatri","Yuj ventures, sixth sense ventures","4,000,000",Series b
Ev plugs,2021.0,Gurugram,Information technology & services,Ev charging station aggregator platform,"Manish narang, kapil narang, ashwani arora",,150000,
Exmyb,2018.0,Gurugram,Consulting,Exmyb provides financial service and consulting services.,Nishant behl,Campus fund,Undisclosed,Seed
Zingavita,2020.0,Chandigarh,Healthtech,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are deliciously healthy and super fun to consume.","Rohit anand, sachin goel",Anicut angel fund,"400,000",
Express stores,2019.0,Gurugram,E-commerce,Express stores is a retail and omnichannel startup company,"Apoorv jain, kartik gupta","Venture highway, rohit bansal","1,000,000",Seed
Ezstays,2019.0,New delhi,Edtech,"Ezstays is a leading student-life network, providing hostels and pg accommodation with top-tier living facilities at the best prices.","Vaibhav khanna, abhishek kumar, kumar gaurav",Richard rekhy,"400,000",Seed
F5,2018.0,New delhi,Food & beverages,F5 is a foods and beverages company.,"Lalit aggarwal, raghav arora","Venture catalysts, jeevak gupta",300000,Pre-series a
Faarms,2020.0,Bangalore,Agritech,Faarms™ is a new age digital platform which aims to offer a one-stop solution to farmers.,"Taranbir singh, alok duggal",,2000000,Seed
Fabheads,2015.0,Chennai,Industrial automation,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,Dhinesh kanagaraj,"Inflection point ventures, rockstud capital, firstport capital, bliss flow investments pvt ltd",undisclosed,Pre-series a
Fable fintech,2015.0,Mumbai,Fintech,"Fable fintech is being seed-funded by the ccavenue group, south east asia’s number 1 ecommerce service provider",Naushad contractor,Paytm,undisclosed,Series a
Factors.ai,2020.0,Bangalore,Saas startup,"Factors.ai is a marketing analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for marketers","Aravind murthy, praveen das, srikrishna swaminathan","Elevation partners, emergent ventures",2000000,
Fancode,2019.0,Mumbai,Sports startup,"Fancode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Yannick colaco,Dream sports,"50,000,000",
Fantasy akhada,2020.0,Gurugram,Sports,Fantasy akhada is one of india's fastest growing fantasy sports platform.,"Amit purohit, sumit kumar jha",Prime securities limited,2000000,Series a
Fantasy akhada,2020.0,Gurugram,Fantasy sports,Fantasy akhada offers fantasy sports platform for cricket and football.,Amit purohit,Harsha bhogle,"600,000",
Farmart,2015.0,Gurugram,Agritech,Farmart is a micro-saas platform that helps food businesses source high quality produce at affordable prices,"Alekh sanghera, mehtab singh hans","Omidyar network india, avaana capital","24,000,000",Pre-series a
Farmart,2015.0,Gurugram,Farming,Farmart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,"Alekh sanghera, mehtab singh hans",Matrix partners india,10000000,Series a
Fashinza,2020.0,Gurgaon,B2b manufacturing,Fashinza is a b2b manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek sharma, pawan gupta","Accel partners, elevation capital","2,600,000",Seed
Fi,2019.0,Bangalore,Financial services,Fi is a neo bank.,Sumit gwalani,"Capital group, falcon edge",50000000,Series b
Fieldproxy,2016.0,Chennai,Saas startup,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"Swaroop vijayakumar, balakrishna b","Letsventure, 2am vc, magic.fund",200000,Seed
Arbo works,2021.0,"Mountain view, ca",Computer software,Finance technology,Caesar sengupta,Sequoia capital,undisclosed,
Finsall,2019.0,Bangalore,Insuretech,Finsall provides insurance premium financing,"Prabal khanna, tim mathews",Unicorn india ventures,"300,000",Seed
Unnati,2019.0,Noida,Fintech,Fintech powered digital agri ecosystem,"Amit sinha, ashok prasad","Incofin, nabventures, orios",7000000,Series a
Firmway,2016.0,Mumbai,Fintech,Firmway is a platform that digitizes balance confirmation and reconciliation process.,"Prashant gupta, vivek chandan",,Undisclosed,Pre-seed
Fitterfly,2016.0,Mumbai,Healthtech,"Fitterfly offers customized and personalized wellness programs for diabetes pcos, pregnancy, weight loss, pediatric and nutrition.",Dr arbinder singal,"9unicorns accelerator fund, metaform ventures","3,000,000",Pre-series a
Fittr,2016.0,Pune,"Health, wellness & fitness","Fittr’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a wolfpack.","Rohit chattopadhyay, jitendra chouksey, suniel shetty, sonal singh, bala dabbedi","Dream capital, elysian park ventures",11000000,Series a
Five star finance,1984.0,Chennai,Fintech,Five-star is a registered non banking finance company (nbfc) with reserve bank of india (rbi).,V k ranganathan,"Tpg capital asia, epiq capital","234,000,000",
Flashprep,2020.0,Bangalore,Edtech,Flashprep is the smart way to master learning.,"Dhiresh nagwani, ashwini dhekane",Venture highway,500000,Pre-seed
Flatheads,2018.0,Bangalore,Apparel & fashion,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"Utkarsh biradar, ganesh balakrishnan","We founder circle, dexter angels",1000000,Pre-series a
Flatheads,2019.0,Bangalore,Fashion,Flatheads is a lifestyle brand that designs and creates shoes from india for the world. flatheads launched india's first bamboo footwear.,"Ganesh balakrishnan, utkarsh biradar","Pankaj chaddah, srivatsan rajan",undisclosed,
Fleek,2021.0,Bangalore,Internet,Fleek helps track & manage subscriptions in one place.,"Aditya uttaravalli, arvind eashwar",Axilor,1000000,Seed
Flexmoney,2015.0,Mumbai,Fintech,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, emi and bnpl checkout finance",Yezdi lashkari,Pravega ventures,4800000,Series a
Flipspaces,2011.0,Mumbai,Design,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal sharma,Prashasta seth,2000000,Pre-series b
Phool.co,2017.0,Kanpur,Renewables & environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,Ankit agarwal,"Alia bhatt, ian fund, social alpha, draper richards kaplan foundation",undisclosed,
Inspacco,2019.0,Pune,Facilities services,"For residential commercial and industrial establishments , inspacco is a one stop solution , that delivers affordable improvement and maintenance services","Sanket nerkar, paresh kotkar",,200000,
Fountain9,2019.0,Mumbai,Computer software,"Fountain9 is a y combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, dtc and retail companies.","Niki khokale, rajas lonkar","021 capital, y combinator",1900000,Seed
Fourth partner energy,2010.0,Hyderabad,Solar,"Fourth partner energy is india’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",Vivek subramanian,"Norfund, the rise fund",125000000,
Fraazo,2020.0,Mumbai,Food & beverages,Fraazo is mumbai's favourite app for fresh vegetables and fruits coming straight from the farm to your doorstep within 18 hours.,"Atul kumar, aashish krishnatre","Sixth sense ventures, nabventures",11000000,Series a
Fraazo,2020.0,Mumbai,Food & beverages,Fraazo is mumbai's favourite app for fresh vegetables and fruits coming straight from the farm to your doorstep within 18 hours.,"Atul kumar, aashish krishnatre",Westbridge capital,50000000,Series b
Freestand,2017.0,New delhi,B2b service,Freestand enables fmcg brands to execute trackable and scalable product sampling campaigns.,"Konark sharma, sneh soni","Sucseed indovation, iim calcutta innovation park","100,000",
Freyr energy,2014.0,Hyderabad,Renewable energy,"Freyr energy is a company that provides full service solar provider based in hyderabad, india.","Radhika choudary, saurabh marda","Impact partners, c4d partners","2,000,000",
